CustomerKey,Prefix,FirstName,LastName,Customer Full name,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
1216,MRS.,Darren,Powers,Delfina Latchford,6/26/1944,S,F,Delfina@gmail.com,20000,4,High School,Skilled Manual,Y
1217,MR.,Phillina,Ober,David Wiener,10/9/1944,S,M,David@gmail.com,30000,2,Partial College,Clerical,Y
1218,MR.,Mick,Powers,Toby Swindell,3/7/1978,S,M,Toby@gmail.com,40000,0,High School,Skilled Manual,N
1219,MR.,Lycoris,Ober,Hunter Lopez,9/20/1978,S,M,Hunter@gmail.com,40000,0,High School,Skilled Manual,N
1220,MS.,Darren,Powers,Mark Van Huff,9/3/1978,S,F,Mark Van@gmail.com,40000,0,Partial College,Skilled Manual,N
1221,MR.,Phillina,Ober,Xylona Preis,10/12/1978,M,M,Xylona@gmail.com,40000,0,Partial College,Skilled Manual,Y
1222,MR.,Mick,Powers,Muhammed MacIntyre,10/11/1978,M,M,Muhammed@gmail.com,40000,0,Partial College,Skilled Manual,Y
1223,MR.,Lycoris,Ober,Tom Boeckenhauer,9/17/1978,M,M,Tom@gmail.com,60000,0,Partial College,Skilled Manual,Y
1224,MR.,Darren,Powers,Ionia McGrath,12/23/1945,M,NA,Ionia@gmail.com,10000,2,Partial High School,Clerical,Y
1225,MR.,Phillina,Ober,Speros Goranitis,4/3/1946,S,M,Speros@gmail.com,30000,2,Partial College,Clerical,N
1226,MR.,Mick,Powers,Shirley Daniels,12/7/1946,M,M,Shirley@gmail.com,30000,2,Partial College,Clerical,Y
1227,MRS.,Lycoris,Ober,Carol Adams,4/11/1946,M,F,Carol@gmail.com,30000,2,Partial College,Clerical,Y
1228,MR.,Darren,Powers,Ed Jacobs,12/21/1946,M,M,Ed@gmail.com,30000,2,Partial College,Clerical,Y
1229,MRS.,Phillina,Ober,Jasper Cacioppo,2/22/1947,M,F,Jasper@gmail.com,10000,2,Partial High School,Clerical,Y
1230,MRS.,Mick,Powers,Mike Vittorini,8/22/1947,M,F,Mike@gmail.com,20000,4,High School,Skilled Manual,Y
1231,MRS.,Lycoris,Ober,Liz Carlisle,6/11/1947,M,F,Liz@gmail.com,20000,4,High School,Skilled Manual,Y
1232,MR.,Darren,Powers,Bradley Drucker,9/23/1947,M,M,Bradley@gmail.com,20000,4,High School,Skilled Manual,Y
1233,MRS.,Phillina,Ober,Cynthia Delaney,6/19/1947,M,F,Cynthia@gmail.com,20000,4,High School,Skilled Manual,Y
1234,MR.,Mick,Powers,Eric Barreto,2/24/1948,M,NA,Eric@gmail.com,10000,2,Partial High School,Clerical,Y
1235,MS.,Lycoris,Ober,Deborah Brumfield,12/18/1978,M,F,Deborah@gmail.com,60000,0,Partial College,Skilled Manual,Y
1236,MS.,Darren,Powers,Mark Haberlin,11/27/1977,S,F,Mark@gmail.com,40000,0,Partial High School,Clerical,N
1237,MRS.,Phillina,Ober,Neil Ducich,3/23/1948,M,F,Neil@gmail.com,10000,2,Partial High School,Clerical,Y
1238,MR.,Mick,Powers,Cyma Kinney,12/17/1948,M,M,Cyma@gmail.com,30000,3,Partial College,Clerical,Y
1239,MR.,Lycoris,Ober,Nathan Mautz,8/1/1977,M,M,Nathan@gmail.com,30000,0,Partial College,Skilled Manual,Y
1240,MS.,Darren,Powers,Natalie Fritzler,10/16/1977,M,F,Natalie@gmail.com,60000,0,Partial College,Skilled Manual,Y
1241,MS.,Phillina,Ober,Guy Armstrong,6/13/1977,M,F,Guy@gmail.com,70000,0,Partial College,Skilled Manual,Y
1242,MR.,Mick,Powers,Sanjit Chand,2/24/1976,M,M,Sanjit@gmail.com,60000,0,Partial College,Skilled Manual,Y
1243,MR.,Lycoris,Ober,Shui Tom,5/24/1949,M,M,Shui@gmail.com,20000,2,Partial High School,Clerical,Y
1244,MR.,Darren,Powers,Marina Lichtenstein,5/19/1950,S,M,Marina@gmail.com,30000,3,High School,Skilled Manual,N
1245,MRS.,Phillina,Ober,Barry Französisch,3/22/1950,M,F,Barry@gmail.com,30000,3,High School,Skilled Manual,Y
1246,MRS.,Mick,Powers,Michael Nguyen,2/27/1950,M,F,Michael@gmail.com,30000,3,High School,Skilled Manual,N
1247,MR.,Lycoris,Ober,Troy Blackwell,11/22/1950,M,M,Troy@gmail.com,30000,3,High School,Skilled Manual,Y
1248,MS.,Darren,Powers,Aaron Bergman,7/18/1980,S,F,Aaron@gmail.com,40000,0,Partial High School,Clerical,Y
1249,MR.,Phillina,Ober,Linda Cazamias,9/7/1951,M,M,Linda@gmail.com,30000,3,High School,Skilled Manual,Y
1250,MR.,Mick,Powers,Steven Roelle,8/4/1951,S,M,Steven@gmail.com,30000,3,High School,Skilled Manual,N
1251,MRS.,Lycoris,Ober,Tamara Manning,8/7/1951,S,F,Tamara@gmail.com,40000,2,Partial College,Clerical,N
1252,MS.,Darren,Powers,Sue Ann Reed,8/20/1980,M,F,Sue Ann@gmail.com,60000,0,Partial College,Skilled Manual,N
1253,MRS.,Phillina,Ober,Michael Grace,3/10/1952,M,F,Michael@gmail.com,40000,2,Partial College,Skilled Manual,Y
1254,MR.,Mick,Powers,Jennifer Halladay,3/5/1952,M,M,Jennifer@gmail.com,40000,2,Partial College,Skilled Manual,Y
1255,MRS.,Lycoris,Ober,Joy Smith,4/3/1953,M,F,Joy@gmail.com,40000,3,Partial College,Skilled Manual,Y
1256,MR.,Darren,Powers,Dave Brooks,10/12/1953,M,M,Dave@gmail.com,70000,2,Graduate Degree,Management,Y
1257,MR.,Phillina,Ober,Hallie Redmond,4/27/1954,M,M,Hallie@gmail.com,80000,2,Partial College,Skilled Manual,Y
1258,MRS.,Mick,Powers,Vicky Freymann,4/1/1954,S,F,Vicky@gmail.com,80000,2,Partial College,Skilled Manual,Y
1259,MR.,Lycoris,Ober,Shahid Collister,3/17/1954,M,M,Shahid@gmail.com,80000,2,Partial College,Skilled Manual,Y
1260,MR.,Darren,Powers,Giulietta Weimer,2/27/1954,M,M,Giulietta@gmail.com,80000,2,Partial College,Skilled Manual,Y
1261,MR.,Phillina,Ober,Kristina Nunn,9/2/1975,M,M,Kristina@gmail.com,40000,0,High School,Skilled Manual,Y
1262,MS.,Mick,Powers,Nicole Hansen,4/7/1975,S,F,Nicole@gmail.com,40000,0,High School,Skilled Manual,Y
1263,MR.,Lycoris,Ober,Ashley Jarboe,12/7/1975,M,M,Ashley@gmail.com,40000,0,High School,Skilled Manual,Y
1264,MS.,Darren,Powers,Anne Pryor,10/9/1973,M,F,Anne@gmail.com,60000,0,Partial College,Skilled Manual,N
1265,MS.,Phillina,Ober,Jill Stevenson,11/27/1973,M,F,Jill@gmail.com,70000,0,Partial College,Professional,Y
1266,MR.,Mick,Powers,Sam Craven,9/25/1976,S,M,Sam@gmail.com,60000,0,Partial College,Professional,Y
1267,MRS.,Lycoris,Ober,Eva Jacobs,9/23/1955,S,F,Eva@gmail.com,80000,2,High School,Skilled Manual,Y
1268,MRS.,Darren,Powers,Clay Ludtke,9/21/1955,S,F,Clay@gmail.com,80000,2,High School,Skilled Manual,N
1269,MR.,Phillina,Ober,Aimee Bixby,4/5/1955,M,M,Aimee@gmail.com,80000,2,High School,Skilled Manual,Y
1270,MRS.,Mick,Powers,Nora Pelletier,6/26/1955,S,F,Nora@gmail.com,80000,2,High School,Skilled Manual,Y
1271,MRS.,Lycoris,Ober,Craig Molinari,2/6/1955,S,F,Craig@gmail.com,80000,2,High School,Skilled Manual,N
1272,MRS.,Darren,Powers,Scott Williamson,8/14/1956,S,F,Scott@gmail.com,70000,2,High School,Skilled Manual,Y
1273,MR.,Phillina,Ober,Kean Thornton,8/28/1956,S,M,Kean@gmail.com,70000,2,High School,Skilled Manual,Y
1274,MRS.,Mick,Powers,Chloris Kastensmidt,11/16/1957,S,F,Chloris@gmail.com,80000,2,High School,Professional,Y
1275,MR.,Lycoris,Ober,Kelly Andreada,7/13/1957,S,M,Kelly@gmail.com,80000,2,High School,Professional,Y
1276,MRS.,Darren,Powers,Filia McAdams,9/19/1957,S,F,Filia@gmail.com,80000,2,High School,Professional,N
1277,MS.,Phillina,Ober,Richard Bierner,1/10/1974,S,F,Richard@gmail.com,40000,0,High School,Professional,N
1278,MR.,Mick,Powers,Dean Katz,3/11/1959,S,M,Dean@gmail.com,160000,0,Graduate Degree,Management,Y
1279,MR.,Lycoris,Ober,Christine Kargatis,7/17/1959,M,M,Christine@gmail.com,170000,0,Graduate Degree,Management,Y
1280,MRS.,Darren,Powers,Jason Fortune-,7/24/1966,M,F,Jason@gmail.com,120000,2,Bachelors,Management,Y
1281,MR.,Phillina,Ober,Rick Bensley,8/4/1966,S,NA,Rick@gmail.com,130000,0,Graduate Degree,Management,N
1282,MS.,Mick,Powers,Neil Französisch,3/15/1966,M,F,Neil@gmail.com,130000,0,Graduate Degree,Management,Y
1283,MR.,Lycoris,Ober,Alan Shonely,9/12/1957,S,M,Alan@gmail.com,80000,2,Partial High School,Skilled Manual,N
1284,MRS.,Darren,Powers,Bradley Nguyen,7/19/1957,S,F,Bradley@gmail.com,60000,2,High School,Professional,N
1285,MR.,Phillina,Ober,Christine Phan,12/23/1957,M,M,Christine@gmail.com,70000,2,Partial College,Professional,Y
1286,MRS.,Mick,Powers,Annie Zypern,10/3/1957,M,F,Annie@gmail.com,70000,3,Partial College,Professional,N
1287,MRS.,Lycoris,Ober,Quincy Jones,2/5/1957,S,F,Quincy@gmail.com,80000,2,Bachelors,Management,Y
1288,MR.,Darren,Powers,Sean Miller,12/17/1957,S,M,Sean@gmail.com,90000,2,Partial College,Professional,Y
1289,MR.,Phillina,Ober,Eileen Kiefer,4/4/1957,M,M,Eileen@gmail.com,90000,2,Partial College,Professional,Y
1290,MRS.,Mick,Powers,Sample Company A,5/6/1967,M,F,Sample Company@gmail.com,90000,2,Bachelors,Professional,Y
1291,MS.,Lycoris,Ober,Matt Connell,9/10/1967,M,F,Matt@gmail.com,100000,0,Graduate Degree,Management,Y
1292,MR.,Darren,Powers,Cassandra Brandow,4/1/1962,S,M,Cassandra@gmail.com,70000,1,Partial College,Skilled Manual,N
1293,MR.,Phillina,Ober,Thomas Seio,9/1/1962,S,M,Thomas@gmail.com,70000,1,Partial College,Skilled Manual,Y
1294,MR.,Mick,Powers,Kristen Hastings,8/10/1962,M,M,Kristen@gmail.com,60000,1,Bachelors,Professional,Y
1295,MR.,Lycoris,Ober,Gary McGarr,10/27/1961,M,M,Gary@gmail.com,60000,1,Partial College,Skilled Manual,Y
1296,MRS.,Darren,Powers,Craig Carroll,5/1/1961,S,F,Craig@gmail.com,60000,1,Partial College,Skilled Manual,N
1297,MR.,Phillina,Ober,Beth Fritzler,3/8/1961,M,M,Beth@gmail.com,60000,1,Bachelors,Professional,Y
1298,MRS.,Mick,Powers,Vivian Mathis,9/15/1960,S,F,Vivian@gmail.com,60000,1,Partial College,Skilled Manual,Y
1299,MS.,Lycoris,Ober,Patrick O'Donnell,5/8/1965,S,F,Patrick@gmail.com,70000,0,Bachelors,Professional,N
1300,MRS.,Darren,Powers,Bruce Geld,4/21/1965,S,F,Bruce@gmail.com,80000,5,Bachelors,Professional,Y
1301,MS.,Phillina,Ober,Carlos Daly,10/17/1964,S,F,Carlos@gmail.com,70000,0,Bachelors,Professional,Y
1302,MR.,Mick,Powers,Maurice Satty,3/11/1964,M,M,Maurice@gmail.com,70000,0,Bachelors,Professional,N
1303,MS.,Lycoris,Ober,Christina Anderson,12/28/1964,S,F,Christina@gmail.com,70000,0,Bachelors,Professional,N
1304,MR.,Darren,Powers,Jonathan Doherty,9/11/1964,S,M,Jonathan@gmail.com,70000,0,Bachelors,Professional,N
1305,MRS.,Phillina,Ober,Damala Kotsonis,9/9/1959,M,F,Damala@gmail.com,90000,1,Bachelors,Professional,Y
1306,MS.,Mick,Powers,Cindy Stewart,7/14/1963,S,F,Cindy@gmail.com,70000,0,Bachelors,Professional,N
1307,MR.,Lycoris,Ober,Christina VanderZanden,11/5/1963,S,M,Christina@gmail.com,70000,0,Bachelors,Professional,N
1308,MR.,Darren,Powers,Daniel Raglin,6/6/1962,M,M,Daniel@gmail.com,60000,1,Partial College,Skilled Manual,Y
1309,MRS.,Phillina,Ober,Mike Pelletier,2/23/1962,M,F,Mike@gmail.com,60000,1,Partial College,Skilled Manual,Y
1310,MRS.,Mick,Powers,Mike Gockenbach,9/9/1962,M,F,Mike@gmail.com,60000,1,Partial College,Skilled Manual,Y
1311,MR.,Lycoris,Ober,Kunst Miller,2/21/1962,M,M,Kunst@gmail.com,70000,5,Bachelors,Professional,Y
1312,MRS.,Darren,Powers,Dorris liebe,5/28/1962,S,F,Dorris@gmail.com,70000,5,Partial College,Skilled Manual,Y
1313,MR.,Phillina,Ober,Susan Gilcrest,2/12/1962,M,M,Susan@gmail.com,70000,5,Partial College,Skilled Manual,Y
1314,MR.,Mick,Powers,Mark Packer,10/7/1962,M,M,Mark@gmail.com,70000,5,Partial College,Skilled Manual,Y
1315,MRS.,Lycoris,Ober,Nat Carroll,2/21/1961,M,F,Nat@gmail.com,70000,5,Partial College,Skilled Manual,Y
1316,MR.,Darren,Powers,Alex Avila,7/3/1957,S,M,Alex@gmail.com,80000,1,Partial College,Skilled Manual,N
1317,MR.,Phillina,Ober,Jas O'Carroll,4/10/1935,S,M,Jas@gmail.com,30000,2,Partial College,Clerical,N
1318,MR.,Mick,Powers,Dorothy Dickinson,11/18/1960,M,M,Dorothy@gmail.com,70000,5,Partial College,Skilled Manual,Y
1319,MR.,Lycoris,Ober,Karen Bern,4/2/1960,M,M,Karen@gmail.com,70000,5,Partial College,Skilled Manual,Y
1320,MR.,Darren,Powers,Trudy Glocke,6/20/1960,M,M,Trudy@gmail.com,70000,5,Partial College,Skilled Manual,Y
1321,MR.,Phillina,Ober,Katharine Harms,7/27/1957,S,M,Katharine@gmail.com,80000,1,Partial College,Skilled Manual,Y
1322,MRS.,Mick,Powers,Rob Dowd,4/8/1956,S,F,Rob@gmail.com,70000,1,Partial College,Skilled Manual,Y
1323,MR.,Lycoris,Ober,Anna Häberlin,4/7/1949,M,M,Anna@gmail.com,10000,2,High School,Skilled Manual,N
1324,MS.,Darren,Powers,Katrina Edelman,10/21/1975,M,F,Katrina@gmail.com,40000,0,High School,Skilled Manual,Y
1325,MS.,Phillina,Ober,Paul Knutson,12/5/1975,M,F,Paul@gmail.com,40000,0,High School,Skilled Manual,Y
1326,MS.,Mick,Powers,Mary Zewe,8/5/1975,S,F,Mary@gmail.com,40000,0,High School,Skilled Manual,Y
1327,MS.,Lycoris,Ober,Ken Black,1/6/1980,M,F,Ken@gmail.com,30000,0,High School,Skilled Manual,Y
1328,MS.,Darren,Powers,Tracy Hopkins,3/12/1980,M,F,Tracy@gmail.com,30000,0,High School,Skilled Manual,N
1329,MS.,Phillina,Ober,Greg Maxwell,10/26/1980,S,F,Greg@gmail.com,30000,0,High School,Skilled Manual,N
1330,MS.,Mick,Powers,John Grady,9/8/1980,S,F,John@gmail.com,30000,0,Partial High School,Clerical,N
1331,MR.,Lycoris,Ober,Ruben Dartt,2/26/1946,S,M,Ruben@gmail.com,10000,5,High School,Skilled Manual,Y
1332,MR.,Darren,Powers,Roy Phan,11/3/1979,S,M,Roy@gmail.com,30000,0,Partial High School,Clerical,N
1333,MS.,Phillina,Ober,Guy Phonely,10/26/1978,S,F,Guy@gmail.com,40000,0,High School,Skilled Manual,N
1334,MS.,Mick,Powers,Scott Cohen,7/20/1978,M,F,Scott@gmail.com,40000,0,High School,Skilled Manual,Y
1335,MS.,Lycoris,Ober,Andy Yotov,9/15/1978,M,F,Andy@gmail.com,40000,0,High School,Skilled Manual,N
1336,MRS.,Darren,Powers,Frank Hawley,11/9/1938,S,F,Frank@gmail.com,30000,2,Partial College,Clerical,N
1337,MR.,Phillina,Ober,Pauline Johnson,2/11/1977,S,M,Pauline@gmail.com,30000,0,Partial High School,Clerical,N
1338,MS.,Mick,Powers,Roland Schwarz,6/21/1977,M,F,Roland@gmail.com,40000,0,High School,Skilled Manual,N
1339,MR.,Lycoris,Ober,Valerie Mitchum,8/14/1977,S,M,Valerie@gmail.com,40000,0,High School,Skilled Manual,N
1340,MR.,Darren,Powers,Jim Mitchum,2/4/1977,M,M,Jim@gmail.com,40000,0,High School,Skilled Manual,Y
1341,MR.,Phillina,Ober,Ruben Ausman,9/9/1979,S,M,Ruben@gmail.com,40000,0,High School,Skilled Manual,N
1342,MS.,Mick,Powers,Pauline Chand,12/8/1979,S,F,Pauline@gmail.com,40000,0,High School,Skilled Manual,N
1343,MRS.,Lycoris,Ober,John Stevenson,8/26/1939,S,F,John@gmail.com,40000,2,Bachelors,Management,Y
1344,MR.,Darren,Powers,Jay Kimmel,2/5/1939,M,M,Jay@gmail.com,60000,2,Graduate Degree,Management,Y
1345,MR.,Phillina,Ober,Sanjit Engle,8/16/1941,M,M,Sanjit@gmail.com,40000,2,Bachelors,Management,Y
1346,MR.,Mick,Powers,Gary Mitchum,4/20/1941,M,M,Gary@gmail.com,40000,2,Bachelors,Management,Y
1347,MR.,Lycoris,Ober,Michelle Moray,3/15/1941,S,M,Michelle@gmail.com,40000,2,Bachelors,Management,Y
1348,MRS.,Darren,Powers,Kean Nguyen,2/25/1942,S,F,Kean@gmail.com,60000,2,Graduate Degree,Management,N
1349,MR.,Phillina,Ober,Stewart Visinsky,1/10/1976,S,M,Stewart@gmail.com,40000,0,High School,Skilled Manual,Y
1350,MS.,Mick,Powers,Edward Hooks,6/23/1976,M,F,Edward@gmail.com,40000,0,High School,Skilled Manual,Y
1351,MS.,Lycoris,Ober,Ben Ferrer,8/21/1976,S,F,Ben@gmail.com,40000,0,Partial College,Skilled Manual,Y
1352,MR.,Darren,Powers,Paul Stevenson,1/26/1976,S,M,Paul@gmail.com,40000,0,Partial College,Skilled Manual,N
1353,MS.,Phillina,Ober,Stephanie Phelps,2/7/1976,S,F,Stephanie@gmail.com,40000,0,Partial College,Skilled Manual,N
1354,MS.,Mick,Powers,John Lee,6/11/1975,M,F,John@gmail.com,40000,0,High School,Skilled Manual,Y
1355,MR.,Lycoris,Ober,Nicole Fjeld,10/8/1975,S,M,Nicole@gmail.com,40000,0,High School,Skilled Manual,Y
1356,MS.,Darren,Powers,Allen Goldenen,9/17/1975,S,F,Allen@gmail.com,40000,0,High School,Skilled Manual,N
1357,MR.,Phillina,Ober,Benjamin Patterson,1/8/1974,S,M,Benjamin@gmail.com,40000,0,Partial College,Skilled Manual,N
1358,MS.,Mick,Powers,Allen Armold,4/22/1974,S,F,Allen@gmail.com,40000,0,Partial College,Skilled Manual,N
1359,MR.,Lycoris,Ober,Dorothy Badders,3/5/1974,S,M,Dorothy@gmail.com,40000,0,Partial College,Skilled Manual,Y
1360,MR.,Darren,Powers,Aaron Hawkins,12/20/1974,M,M,Aaron@gmail.com,40000,0,Partial College,Skilled Manual,Y
1361,MR.,Phillina,Ober,Theresa Swint,5/5/1974,S,M,Theresa@gmail.com,40000,0,Partial College,Skilled Manual,N
1362,MS.,Mick,Powers,Laurel Beltran,7/18/1973,M,F,Laurel@gmail.com,60000,0,Partial College,Skilled Manual,N
1363,MS.,Lycoris,Ober,Dianna Arnett,4/24/1972,S,F,Dianna@gmail.com,70000,0,Partial College,Skilled Manual,N
1364,MS.,Darren,Powers,Lena Creighton,8/1/1972,S,F,Lena@gmail.com,80000,0,Bachelors,Management,N
1365,MR.,Phillina,Ober,Beth Thompson,5/15/1968,S,M,Beth@gmail.com,80000,0,Bachelors,Management,N
1366,MR.,Mick,Powers,Aleksandra Gannaway,6/22/1968,M,M,Aleksandra@gmail.com,90000,4,Bachelors,Management,Y
1367,MRS.,Lycoris,Ober,Marc Harrigan,2/5/1968,M,F,Marc@gmail.com,90000,4,Bachelors,Management,Y
1368,MR.,Darren,Powers,Muhammed Yedwab,10/9/1967,S,M,Muhammed@gmail.com,100000,1,Bachelors,Management,Y
1369,MRS.,Phillina,Ober,George Bell,11/21/1967,M,F,George@gmail.com,100000,1,Bachelors,Management,Y
1370,MS.,Mick,Powers,Arianne Irving,9/1/1967,S,F,Arianne@gmail.com,110000,0,Graduate Degree,Management,N
1371,MR.,Lycoris,Ober,David Smith,7/13/1967,M,M,David@gmail.com,110000,0,Graduate Degree,Management,Y
1372,MR.,Darren,Powers,Lauren Leatherbury,3/5/1963,S,M,Lauren@gmail.com,70000,0,Partial College,Skilled Manual,Y
1373,MR.,Phillina,Ober,Harry Greene,1/25/1968,M,M,Harry@gmail.com,90000,4,Bachelors,Management,Y
1374,MR.,Mick,Powers,Laura Armstrong,7/4/1942,M,M,Laura@gmail.com,110000,2,Graduate Degree,Management,Y
1375,MR.,Lycoris,Ober,Katherine Hughes,8/24/1943,M,M,Katherine@gmail.com,100000,2,Graduate Degree,Management,Y
1376,MRS.,Darren,Powers,Justin MacKendrick,6/14/1943,M,F,Justin@gmail.com,120000,2,Graduate Degree,Management,Y
1377,MRS.,Phillina,Ober,Andrew Roberts,1/2/1943,M,F,Andrew@gmail.com,160000,1,Bachelors,Management,Y
1378,MR.,Mick,Powers,Cari Schnelling,8/8/1943,M,M,Cari@gmail.com,170000,2,Graduate Degree,Management,Y
1379,MRS.,Lycoris,Ober,Joni Sundaresam,8/25/1944,S,F,Joni@gmail.com,70000,4,Bachelors,Management,Y
1380,MRS.,Darren,Powers,Nathan Cano,7/15/1944,S,F,Nathan@gmail.com,70000,4,Bachelors,Management,Y
1381,MRS.,Phillina,Ober,Paul MacIntyre,11/16/1944,S,F,Paul@gmail.com,70000,4,Bachelors,Management,Y
1382,MRS.,Mick,Powers,Andrew Allen,10/8/1944,S,F,Andrew@gmail.com,70000,4,Bachelors,Management,Y
1383,MRS.,Lycoris,Ober,Bill Shonely,5/21/1944,S,F,Bill@gmail.com,70000,4,Bachelors,Management,Y
1384,MRS.,Darren,Powers,Peter Fuller,2/22/1944,M,F,Peter@gmail.com,60000,4,Graduate Degree,Management,Y
1385,MRS.,Phillina,Ober,Emily Burns,9/6/1944,M,F,Emily@gmail.com,60000,4,Graduate Degree,Management,N
1386,MR.,Mick,Powers,Giulietta Dortch,6/22/1944,M,M,Giulietta@gmail.com,70000,5,Bachelors,Management,Y
1387,MRS.,Lycoris,Ober,Harold Pawlan,12/18/1945,S,F,Harold@gmail.com,70000,5,Bachelors,Management,Y
1388,MR.,Darren,Powers,Steve Nguyen,9/13/1945,M,M,Steve@gmail.com,60000,4,Bachelors,Management,Y
1389,MR.,Phillina,Ober,Carol Triggs,2/13/1945,M,M,Carol@gmail.com,60000,4,Bachelors,Management,Y
1390,MRS.,Mick,Powers,Patrick Gardner,6/10/1945,M,F,Patrick@gmail.com,60000,4,Bachelors,Management,Y
1391,MRS.,Lycoris,Ober,Sean Braxton,2/10/1946,M,F,Sean@gmail.com,60000,5,Bachelors,Management,Y
1392,MR.,Darren,Powers,Art Foster,6/7/1946,M,M,Art@gmail.com,60000,5,Bachelors,Management,Y
1393,MRS.,Phillina,Ober,Greg Matthias,6/18/1946,M,F,Greg@gmail.com,70000,3,Bachelors,Management,N
1394,MRS.,Mick,Powers,Paul Gonzalez,11/26/1946,S,F,Paul@gmail.com,70000,4,Bachelors,Management,Y
1395,MRS.,Lycoris,Ober,Raymond Messe,11/6/1946,M,F,Raymond@gmail.com,70000,4,Bachelors,Management,Y
1396,MR.,Darren,Powers,Brooke Gillingham,11/22/1947,M,M,Brooke@gmail.com,70000,4,Bachelors,Management,Y
1397,MRS.,Phillina,Ober,Victoria Wilson,8/18/1947,M,F,Victoria@gmail.com,70000,4,Bachelors,Management,Y
1398,MRS.,Mick,Powers,Harold Dahlen,8/26/1947,M,F,Harold@gmail.com,80000,5,Bachelors,Management,N
1399,MR.,Lycoris,Ober,Alejandro Grove,8/21/1948,M,M,Alejandro@gmail.com,40000,2,High School,Professional,Y
1400,MRS.,Darren,Powers,Erica Hernandez,7/24/1948,M,F,Erica@gmail.com,40000,2,High School,Professional,Y
1401,MR.,Phillina,Ober,Naresj Patel,9/24/1948,M,M,Naresj@gmail.com,60000,2,Partial College,Professional,Y
1402,MRS.,Mick,Powers,Anthony Johnson,7/19/1948,S,F,Anthony@gmail.com,60000,2,Partial College,Professional,Y
1403,MRS.,Lycoris,Ober,Pauline Webber,2/4/1948,M,F,Pauline@gmail.com,60000,2,Bachelors,Management,Y
1404,MRS.,Darren,Powers,Cindy Chapman,1/13/1948,M,F,Cindy@gmail.com,60000,2,Bachelors,Management,Y
1405,MR.,Phillina,Ober,Pete Armstrong,6/8/1948,M,M,Pete@gmail.com,70000,4,Partial College,Professional,Y
1406,MRS.,Mick,Powers,Bruce Stewart,10/12/1949,M,F,Bruce@gmail.com,40000,2,High School,Professional,Y
1407,MRS.,Lycoris,Ober,Ted Trevino,11/5/1949,M,F,Ted@gmail.com,40000,2,High School,Professional,Y
1408,MRS.,Darren,Powers,George Ashbrook,5/14/1949,S,F,George@gmail.com,60000,2,Partial College,Professional,Y
1409,MR.,Phillina,Ober,John Huston,11/7/1949,S,M,John@gmail.com,60000,2,Partial College,Professional,Y
1410,MRS.,Mick,Powers,Tamara Dahlen,6/21/1950,M,F,Tamara@gmail.com,40000,2,Partial High School,Skilled Manual,Y
1411,MRS.,Lycoris,Ober,Randy Ferguson,5/20/1950,S,F,Randy@gmail.com,60000,2,Partial College,Professional,Y
1412,MRS.,Darren,Powers,Matt Collister,2/11/1950,S,F,Matt@gmail.com,60000,2,Partial College,Professional,Y
1413,MRS.,Phillina,Ober,Mitch Willingham,9/11/1950,S,F,Mitch@gmail.com,60000,2,Partial College,Professional,N
